(0, 0, 0, 0)

(0, 1389537, 3945294, 8646064)
(1389537, 2555757, 4700770, 8646064)
(1166220, 2145013, 3945294, 7256527)
(978793, 1800281, 3311233, 6090307)
(821488, 1510952, 2779074, 5111514)
(689464, 1268122, 2332440, 4290026)
(578658, 1064318, 1957586, 3600562)
(485660, 893268, 1642976, 3021904)
(407608, 749708, 1378928, 2536244)
(342100, 629220, 1157316, 2128636)
(287120, 528096, 971320, 1786536)
(240976, 443224, 815216, 1499416)
(202248, 371992, 684200, 1258440)
(169744, 312208, 574240, 1056192)
(142464, 262032, 481952, 886448)
(119568, 219920, 404496, 743984)
(100352, 184576, 339488, 624416)
(84224, 154912, 284928, 524064)
(70688, 130016, 239136, 439840)
(59328, 109120, 200704, 369152)
(49792, 91584, 168448, 309824)
(41792, 76864, 141376, 260032)
(35072, 64512, 118656, 218240)
(29440, 54144, 99584, 183168)
(24704, 45440, 83584, 153728)
(20736, 38144, 70144, 129024)
(17408, 32000, 58880, 108288)
(14592, 26880, 49408, 90880)
(12288, 22528, 41472, 76288)
(10240, 18944, 34816, 64000)
(8704, 15872, 29184, 53760)
(7168, 13312, 24576, 45056)
(6144, 11264, 20480, 37888)
(5120, 9216, 17408, 31744)
(4096, 8192, 14336, 26624)
(4096, 6144, 12288, 22528)
(2048, 6144, 10240, 18432)
(4096, 4096, 8192, 16384)
(0, 4096, 8192, 12288)
(4096, 4096, 4096, 12288)
(0, 0, 8192, 8192)
(0, 8192, 0, 8192)
(8192, 8192, 8192, 8192)
(0, 0, 0, 0)

********************************************
* answer:  (0, 1389537, 3945294, 8646064)  *
********************************************
