(0, 1, 2, 4)
(1, 1, 2, 4)
(0, 1, 2, 3)
(1, 1, 1, 3)
(0, 0, 2, 2)
(0, 2, 0, 2)
(2, 2, 2, 2)
(0, 0, 0, 0)

(0, 1, 4, 9)
(1, 3, 5, 9)
(2, 2, 4, 8)
(0, 2, 4, 6)
(2, 2, 2, 6)
(0, 0, 4, 4)
(0, 4, 0, 4)
(4, 4, 4, 4)
(0, 0, 0, 0)

(0, 2, 5, 11)
(2, 3, 6, 11)
(1, 3, 5, 9)
(2, 2, 4, 8)
(0, 2, 4, 6)
(2, 2, 2, 6)
(0, 0, 4, 4)
(0, 4, 0, 4)
(4, 4, 4, 4)
(0, 0, 0, 0)

(0, 2, 6, 13)
(2, 4, 7, 13)
(2, 3, 6, 11)
(1, 3, 5, 9)
(2, 2, 4, 8)
(0, 2, 4, 6)
(2, 2, 2, 6)
(0, 0, 4, 4)
(0, 4, 0, 4)
(4, 4, 4, 4)
(0, 0, 0, 0)

(0, 5, 14, 31)
(5, 9, 17, 31)
(4, 8, 14, 26)
(4, 6, 12, 22)
(2, 6, 10, 18)
(4, 4, 8, 16)
(0, 4, 8, 12)
(4, 4, 4, 12)
(0, 0, 8, 8)
(0, 8, 0, 8)
(8, 8, 8, 8)
(0, 0, 0, 0)

(0, 6, 17, 37)
(6, 11, 20, 37)
(5, 9, 17, 31)
(4, 8, 14, 26)
(4, 6, 12, 22)
(2, 6, 10, 18)
(4, 4, 8, 16)
(0, 4, 8, 12)
(4, 4, 4, 12)
(0, 0, 8, 8)
(0, 8, 0, 8)
(8, 8, 8, 8)
(0, 0, 0, 0)

(0, 7, 20, 44)
(7, 13, 24, 44)
(6, 11, 20, 37)
(5, 9, 17, 31)
(4, 8, 14, 26)
(4, 6, 12, 22)
(2, 6, 10, 18)
(4, 4, 8, 16)
(0, 4, 8, 12)
(4, 4, 4, 12)
(0, 0, 8, 8)
(0, 8, 0, 8)
(8, 8, 8, 8)
(0, 0, 0, 0)

(0, 17, 48, 105)
(17, 31, 57, 105)
(14, 26, 48, 88)
(12, 22, 40, 74)
(10, 18, 34, 62)
(8, 16, 28, 52)
(8, 12, 24, 44)
(4, 12, 20, 36)
(8, 8, 16, 32)
(0, 8, 16, 24)
(8, 8, 8, 24)
(0, 0, 16, 16)
(0, 16, 0, 16)
(16, 16, 16, 16)
(0, 0, 0, 0)

(0, 20, 57, 125)
(20, 37, 68, 125)
(17, 31, 57, 105)
(14, 26, 48, 88)
(12, 22, 40, 74)
(10, 18, 34, 62)
(8, 16, 28, 52)
(8, 12, 24, 44)
(4, 12, 20, 36)
(8, 8, 16, 32)
(0, 8, 16, 24)
(8, 8, 8, 24)
(0, 0, 16, 16)
(0, 16, 0, 16)
(16, 16, 16, 16)
(0, 0, 0, 0)

(0, 24, 68, 149)
(24, 44, 81, 149)
(20, 37, 68, 125)
(17, 31, 57, 105)
(14, 26, 48, 88)
(12, 22, 40, 74)
(10, 18, 34, 62)
(8, 16, 28, 52)
(8, 12, 24, 44)
(4, 12, 20, 36)
(8, 8, 16, 32)
(0, 8, 16, 24)
(8, 8, 8, 24)
(0, 0, 16, 16)
(0, 16, 0, 16)
(16, 16, 16, 16)
(0, 0, 0, 0)

(0, 57, 162, 355)
(57, 105, 193, 355)
(48, 88, 162, 298)
(40, 74, 136, 250)
(34, 62, 114, 210)
(28, 52, 96, 176)
(24, 44, 80, 148)
(20, 36, 68, 124)
(16, 32, 56, 104)
(16, 24, 48, 88)
(8, 24, 40, 72)
(16, 16, 32, 64)
(0, 16, 32, 48)
(16, 16, 16, 48)
(0, 0, 32, 32)
(0, 32, 0, 32)
(32, 32, 32, 32)
(0, 0, 0, 0)

(0, 68, 193, 423)
(68, 125, 230, 423)
(57, 105, 193, 355)
(48, 88, 162, 298)
(40, 74, 136, 250)
(34, 62, 114, 210)
(28, 52, 96, 176)
(24, 44, 80, 148)
(20, 36, 68, 124)
(16, 32, 56, 104)
(16, 24, 48, 88)
(8, 24, 40, 72)
(16, 16, 32, 64)
(0, 16, 32, 48)
(16, 16, 16, 48)
(0, 0, 32, 32)
(0, 32, 0, 32)
(32, 32, 32, 32)
(0, 0, 0, 0)

(0, 81, 230, 504)
(81, 149, 274, 504)
(68, 125, 230, 423)
(57, 105, 193, 355)
(48, 88, 162, 298)
(40, 74, 136, 250)
(34, 62, 114, 210)
(28, 52, 96, 176)
(24, 44, 80, 148)
(20, 36, 68, 124)
(16, 32, 56, 104)
(16, 24, 48, 88)
(8, 24, 40, 72)
(16, 16, 32, 64)
(0, 16, 32, 48)
(16, 16, 16, 48)
(0, 0, 32, 32)
(0, 32, 0, 32)
(32, 32, 32, 32)
(0, 0, 0, 0)

(0, 193, 548, 1201)
(193, 355, 653, 1201)
(162, 298, 548, 1008)
(136, 250, 460, 846)
(114, 210, 386, 710)
(96, 176, 324, 596)
(80, 148, 272, 500)
(68, 124, 228, 420)
(56, 104, 192, 352)
(48, 88, 160, 296)
(40, 72, 136, 248)
(32, 64, 112, 208)
(32, 48, 96, 176)
(16, 48, 80, 144)
(32, 32, 64, 128)
(0, 32, 64, 96)
(32, 32, 32, 96)
(0, 0, 64, 64)
(0, 64, 0, 64)
(64, 64, 64, 64)
(0, 0, 0, 0)

(0, 230, 653, 1431)
(230, 423, 778, 1431)
(193, 355, 653, 1201)
(162, 298, 548, 1008)
(136, 250, 460, 846)
(114, 210, 386, 710)
(96, 176, 324, 596)
(80, 148, 272, 500)
(68, 124, 228, 420)
(56, 104, 192, 352)
(48, 88, 160, 296)
(40, 72, 136, 248)
(32, 64, 112, 208)
(32, 48, 96, 176)
(16, 48, 80, 144)
(32, 32, 64, 128)
(0, 32, 64, 96)
(32, 32, 32, 96)
(0, 0, 64, 64)
(0, 64, 0, 64)
(64, 64, 64, 64)
(0, 0, 0, 0)

(0, 274, 778, 1705)
(274, 504, 927, 1705)
(230, 423, 778, 1431)
(193, 355, 653, 1201)
(162, 298, 548, 1008)
(136, 250, 460, 846)
(114, 210, 386, 710)
(96, 176, 324, 596)
(80, 148, 272, 500)
(68, 124, 228, 420)
(56, 104, 192, 352)
(48, 88, 160, 296)
(40, 72, 136, 248)
(32, 64, 112, 208)
(32, 48, 96, 176)
(16, 48, 80, 144)
(32, 32, 64, 128)
(0, 32, 64, 96)
(32, 32, 32, 96)
(0, 0, 64, 64)
(0, 64, 0, 64)
(64, 64, 64, 64)
(0, 0, 0, 0)

(0, 653, 1854, 4063)
(653, 1201, 2209, 4063)
(548, 1008, 1854, 3410)
(460, 846, 1556, 2862)
(386, 710, 1306, 2402)
(324, 596, 1096, 2016)
(272, 500, 920, 1692)
(228, 420, 772, 1420)
(192, 352, 648, 1192)
(160, 296, 544, 1000)
(136, 248, 456, 840)
(112, 208, 384, 704)
(96, 176, 320, 592)
(80, 144, 272, 496)
(64, 128, 224, 416)
(64, 96, 192, 352)
(32, 96, 160, 288)
(64, 64, 128, 256)
(0, 64, 128, 192)
(64, 64, 64, 192)
(0, 0, 128, 128)
(0, 128, 0, 128)
(128, 128, 128, 128)
(0, 0, 0, 0)

(0, 778, 2209, 4841)
(778, 1431, 2632, 4841)
(653, 1201, 2209, 4063)
(548, 1008, 1854, 3410)
(460, 846, 1556, 2862)
(386, 710, 1306, 2402)
(324, 596, 1096, 2016)
(272, 500, 920, 1692)
(228, 420, 772, 1420)
(192, 352, 648, 1192)
(160, 296, 544, 1000)
(136, 248, 456, 840)
(112, 208, 384, 704)
(96, 176, 320, 592)
(80, 144, 272, 496)
(64, 128, 224, 416)
(64, 96, 192, 352)
(32, 96, 160, 288)
(64, 64, 128, 256)
(0, 64, 128, 192)
(64, 64, 64, 192)
(0, 0, 128, 128)
(0, 128, 0, 128)
(128, 128, 128, 128)
(0, 0, 0, 0)

(0, 927, 2632, 5768)
(927, 1705, 3136, 5768)
(778, 1431, 2632, 4841)
(653, 1201, 2209, 4063)
(548, 1008, 1854, 3410)
(460, 846, 1556, 2862)
(386, 710, 1306, 2402)
(324, 596, 1096, 2016)
(272, 500, 920, 1692)
(228, 420, 772, 1420)
(192, 352, 648, 1192)
(160, 296, 544, 1000)
(136, 248, 456, 840)
(112, 208, 384, 704)
(96, 176, 320, 592)
(80, 144, 272, 496)
(64, 128, 224, 416)
(64, 96, 192, 352)
(32, 96, 160, 288)
(64, 64, 128, 256)
(0, 64, 128, 192)
(64, 64, 64, 192)
(0, 0, 128, 128)
(0, 128, 0, 128)
(128, 128, 128, 128)
(0, 0, 0, 0)

(0, 2209, 6272, 13745)
(2209, 4063, 7473, 13745)
(1854, 3410, 6272, 11536)
(1556, 2862, 5264, 9682)
(1306, 2402, 4418, 8126)
(1096, 2016, 3708, 6820)
(920, 1692, 3112, 5724)
(772, 1420, 2612, 4804)
(648, 1192, 2192, 4032)
(544, 1000, 1840, 3384)
(456, 840, 1544, 2840)
(384, 704, 1296, 2384)
(320, 592, 1088, 2000)
(272, 496, 912, 1680)
(224, 416, 768, 1408)
(192, 352, 640, 1184)
(160, 288, 544, 992)
(128, 256, 448, 832)
(128, 192, 384, 704)
(64, 192, 320, 576)
(128, 128, 256, 512)
(0, 128, 256, 384)
(128, 128, 128, 384)
(0, 0, 256, 256)
(0, 256, 0, 256)
(256, 256, 256, 256)
(0, 0, 0, 0)

(0, 2632, 7473, 16377)
(2632, 4841, 8904, 16377)
(2209, 4063, 7473, 13745)
(1854, 3410, 6272, 11536)
(1556, 2862, 5264, 9682)
(1306, 2402, 4418, 8126)
(1096, 2016, 3708, 6820)
(920, 1692, 3112, 5724)
(772, 1420, 2612, 4804)
(648, 1192, 2192, 4032)
(544, 1000, 1840, 3384)
(456, 840, 1544, 2840)
(384, 704, 1296, 2384)
(320, 592, 1088, 2000)
(272, 496, 912, 1680)
(224, 416, 768, 1408)
(192, 352, 640, 1184)
(160, 288, 544, 992)
(128, 256, 448, 832)
(128, 192, 384, 704)
(64, 192, 320, 576)
(128, 128, 256, 512)
(0, 128, 256, 384)
(128, 128, 128, 384)
(0, 0, 256, 256)
(0, 256, 0, 256)
(256, 256, 256, 256)
(0, 0, 0, 0)

(0, 3136, 8904, 19513)
(3136, 5768, 10609, 19513)
(2632, 4841, 8904, 16377)
(2209, 4063, 7473, 13745)
(1854, 3410, 6272, 11536)
(1556, 2862, 5264, 9682)
(1306, 2402, 4418, 8126)
(1096, 2016, 3708, 6820)
(920, 1692, 3112, 5724)
(772, 1420, 2612, 4804)
(648, 1192, 2192, 4032)
(544, 1000, 1840, 3384)
(456, 840, 1544, 2840)
(384, 704, 1296, 2384)
(320, 592, 1088, 2000)
(272, 496, 912, 1680)
(224, 416, 768, 1408)
(192, 352, 640, 1184)
(160, 288, 544, 992)
(128, 256, 448, 832)
(128, 192, 384, 704)
(64, 192, 320, 576)
(128, 128, 256, 512)
(0, 128, 256, 384)
(128, 128, 128, 384)
(0, 0, 256, 256)
(0, 256, 0, 256)
(256, 256, 256, 256)
(0, 0, 0, 0)

(0, 7473, 21218, 46499)
(7473, 13745, 25281, 46499)
(6272, 11536, 21218, 39026)
(5264, 9682, 17808, 32754)
(4418, 8126, 14946, 27490)
(3708, 6820, 12544, 23072)
(3112, 5724, 10528, 19364)
(2612, 4804, 8836, 16252)
(2192, 4032, 7416, 13640)
(1840, 3384, 6224, 11448)
(1544, 2840, 5224, 9608)
(1296, 2384, 4384, 8064)
(1088, 2000, 3680, 6768)
(912, 1680, 3088, 5680)
(768, 1408, 2592, 4768)
(640, 1184, 2176, 4000)
(544, 992, 1824, 3360)
(448, 832, 1536, 2816)
(384, 704, 1280, 2368)
(320, 576, 1088, 1984)
(256, 512, 896, 1664)
(256, 384, 768, 1408)
(128, 384, 640, 1152)
(256, 256, 512, 1024)
(0, 256, 512, 768)
(256, 256, 256, 768)
(0, 0, 512, 512)
(0, 512, 0, 512)
(512, 512, 512, 512)
(0, 0, 0, 0)

(0, 8904, 25281, 55403)
(8904, 16377, 30122, 55403)
(7473, 13745, 25281, 46499)
(6272, 11536, 21218, 39026)
(5264, 9682, 17808, 32754)
(4418, 8126, 14946, 27490)
(3708, 6820, 12544, 23072)
(3112, 5724, 10528, 19364)
(2612, 4804, 8836, 16252)
(2192, 4032, 7416, 13640)
(1840, 3384, 6224, 11448)
(1544, 2840, 5224, 9608)
(1296, 2384, 4384, 8064)
(1088, 2000, 3680, 6768)
(912, 1680, 3088, 5680)
(768, 1408, 2592, 4768)
(640, 1184, 2176, 4000)
(544, 992, 1824, 3360)
(448, 832, 1536, 2816)
(384, 704, 1280, 2368)
(320, 576, 1088, 1984)
(256, 512, 896, 1664)
(256, 384, 768, 1408)
(128, 384, 640, 1152)
(256, 256, 512, 1024)
(0, 256, 512, 768)
(256, 256, 256, 768)
(0, 0, 512, 512)
(0, 512, 0, 512)
(512, 512, 512, 512)
(0, 0, 0, 0)

(0, 10609, 30122, 66012)
(10609, 19513, 35890, 66012)
(8904, 16377, 30122, 55403)
(7473, 13745, 25281, 46499)
(6272, 11536, 21218, 39026)
(5264, 9682, 17808, 32754)
(4418, 8126, 14946, 27490)
(3708, 6820, 12544, 23072)
(3112, 5724, 10528, 19364)
(2612, 4804, 8836, 16252)
(2192, 4032, 7416, 13640)
(1840, 3384, 6224, 11448)
(1544, 2840, 5224, 9608)
(1296, 2384, 4384, 8064)
(1088, 2000, 3680, 6768)
(912, 1680, 3088, 5680)
(768, 1408, 2592, 4768)
(640, 1184, 2176, 4000)
(544, 992, 1824, 3360)
(448, 832, 1536, 2816)
(384, 704, 1280, 2368)
(320, 576, 1088, 1984)
(256, 512, 896, 1664)
(256, 384, 768, 1408)
(128, 384, 640, 1152)
(256, 256, 512, 1024)
(0, 256, 512, 768)
(256, 256, 256, 768)
(0, 0, 512, 512)
(0, 512, 0, 512)
(512, 512, 512, 512)
(0, 0, 0, 0)

(0, 25281, 71780, 157305)
(25281, 46499, 85525, 157305)
(21218, 39026, 71780, 132024)
(17808, 32754, 60244, 110806)
(14946, 27490, 50562, 92998)
(12544, 23072, 42436, 78052)
(10528, 19364, 35616, 65508)
(8836, 16252, 29892, 54980)
(7416, 13640, 25088, 46144)
(6224, 11448, 21056, 38728)
(5224, 9608, 17672, 32504)
(4384, 8064, 14832, 27280)
(3680, 6768, 12448, 22896)
(3088, 5680, 10448, 19216)
(2592, 4768, 8768, 16128)
(2176, 4000, 7360, 13536)
(1824, 3360, 6176, 11360)
(1536, 2816, 5184, 9536)
(1280, 2368, 4352, 8000)
(1088, 1984, 3648, 6720)
(896, 1664, 3072, 5632)
(768, 1408, 2560, 4736)
(640, 1152, 2176, 3968)
(512, 1024, 1792, 3328)
(512, 768, 1536, 2816)
(256, 768, 1280, 2304)
(512, 512, 1024, 2048)
(0, 512, 1024, 1536)
(512, 512, 512, 1536)
(0, 0, 1024, 1024)
(0, 1024, 0, 1024)
(1024, 1024, 1024, 1024)
(0, 0, 0, 0)

(0, 30122, 85525, 187427)
(30122, 55403, 101902, 187427)
(25281, 46499, 85525, 157305)
(21218, 39026, 71780, 132024)
(17808, 32754, 60244, 110806)
(14946, 27490, 50562, 92998)
(12544, 23072, 42436, 78052)
(10528, 19364, 35616, 65508)
(8836, 16252, 29892, 54980)
(7416, 13640, 25088, 46144)
(6224, 11448, 21056, 38728)
(5224, 9608, 17672, 32504)
(4384, 8064, 14832, 27280)
(3680, 6768, 12448, 22896)
(3088, 5680, 10448, 19216)
(2592, 4768, 8768, 16128)
(2176, 4000, 7360, 13536)
(1824, 3360, 6176, 11360)
(1536, 2816, 5184, 9536)
(1280, 2368, 4352, 8000)
(1088, 1984, 3648, 6720)
(896, 1664, 3072, 5632)
(768, 1408, 2560, 4736)
(640, 1152, 2176, 3968)
(512, 1024, 1792, 3328)
(512, 768, 1536, 2816)
(256, 768, 1280, 2304)
(512, 512, 1024, 2048)
(0, 512, 1024, 1536)
(512, 512, 512, 1536)
(0, 0, 1024, 1024)
(0, 1024, 0, 1024)
(1024, 1024, 1024, 1024)
(0, 0, 0, 0)

(0, 35890, 101902, 223317)
(35890, 66012, 121415, 223317)
(30122, 55403, 101902, 187427)
(25281, 46499, 85525, 157305)
(21218, 39026, 71780, 132024)
(17808, 32754, 60244, 110806)
(14946, 27490, 50562, 92998)
(12544, 23072, 42436, 78052)
(10528, 19364, 35616, 65508)
(8836, 16252, 29892, 54980)
(7416, 13640, 25088, 46144)
(6224, 11448, 21056, 38728)
(5224, 9608, 17672, 32504)
(4384, 8064, 14832, 27280)
(3680, 6768, 12448, 22896)
(3088, 5680, 10448, 19216)
(2592, 4768, 8768, 16128)
(2176, 4000, 7360, 13536)
(1824, 3360, 6176, 11360)
(1536, 2816, 5184, 9536)
(1280, 2368, 4352, 8000)
(1088, 1984, 3648, 6720)
(896, 1664, 3072, 5632)
(768, 1408, 2560, 4736)
(640, 1152, 2176, 3968)
(512, 1024, 1792, 3328)
(512, 768, 1536, 2816)
(256, 768, 1280, 2304)
(512, 512, 1024, 2048)
(0, 512, 1024, 1536)
(512, 512, 512, 1536)
(0, 0, 1024, 1024)
(0, 1024, 0, 1024)
(1024, 1024, 1024, 1024)
(0, 0, 0, 0)

(0, 85525, 242830, 532159)
(85525, 157305, 289329, 532159)
(71780, 132024, 242830, 446634)
(60244, 110806, 203804, 374854)
(50562, 92998, 171050, 314610)
(42436, 78052, 143560, 264048)
(35616, 65508, 120488, 221612)
(29892, 54980, 101124, 185996)
(25088, 46144, 84872, 156104)
(21056, 38728, 71232, 131016)
(17672, 32504, 59784, 109960)
(14832, 27280, 50176, 92288)
(12448, 22896, 42112, 77456)
(10448, 19216, 35344, 65008)
(8768, 16128, 29664, 54560)
(7360, 13536, 24896, 45792)
(6176, 11360, 20896, 38432)
(5184, 9536, 17536, 32256)
(4352, 8000, 14720, 27072)
(3648, 6720, 12352, 22720)
(3072, 5632, 10368, 19072)
(2560, 4736, 8704, 16000)
(2176, 3968, 7296, 13440)
(1792, 3328, 6144, 11264)
(1536, 2816, 5120, 9472)
(1280, 2304, 4352, 7936)
(1024, 2048, 3584, 6656)
(1024, 1536, 3072, 5632)
(512, 1536, 2560, 4608)
(1024, 1024, 2048, 4096)
(0, 1024, 2048, 3072)
(1024, 1024, 1024, 3072)
(0, 0, 2048, 2048)
(0, 2048, 0, 2048)
(2048, 2048, 2048, 2048)
(0, 0, 0, 0)

(0, 101902, 289329, 634061)
(101902, 187427, 344732, 634061)
(85525, 157305, 289329, 532159)
(71780, 132024, 242830, 446634)
(60244, 110806, 203804, 374854)
(50562, 92998, 171050, 314610)
(42436, 78052, 143560, 264048)
(35616, 65508, 120488, 221612)
(29892, 54980, 101124, 185996)
(25088, 46144, 84872, 156104)
(21056, 38728, 71232, 131016)
(17672, 32504, 59784, 109960)
(14832, 27280, 50176, 92288)
(12448, 22896, 42112, 77456)
(10448, 19216, 35344, 65008)
(8768, 16128, 29664, 54560)
(7360, 13536, 24896, 45792)
(6176, 11360, 20896, 38432)
(5184, 9536, 17536, 32256)
(4352, 8000, 14720, 27072)
(3648, 6720, 12352, 22720)
(3072, 5632, 10368, 19072)
(2560, 4736, 8704, 16000)
(2176, 3968, 7296, 13440)
(1792, 3328, 6144, 11264)
(1536, 2816, 5120, 9472)
(1280, 2304, 4352, 7936)
(1024, 2048, 3584, 6656)
(1024, 1536, 3072, 5632)
(512, 1536, 2560, 4608)
(1024, 1024, 2048, 4096)
(0, 1024, 2048, 3072)
(1024, 1024, 1024, 3072)
(0, 0, 2048, 2048)
(0, 2048, 0, 2048)
(2048, 2048, 2048, 2048)
(0, 0, 0, 0)

(0, 121415, 344732, 755476)
(121415, 223317, 410744, 755476)
(101902, 187427, 344732, 634061)
(85525, 157305, 289329, 532159)
(71780, 132024, 242830, 446634)
(60244, 110806, 203804, 374854)
(50562, 92998, 171050, 314610)
(42436, 78052, 143560, 264048)
(35616, 65508, 120488, 221612)
(29892, 54980, 101124, 185996)
(25088, 46144, 84872, 156104)
(21056, 38728, 71232, 131016)
(17672, 32504, 59784, 109960)
(14832, 27280, 50176, 92288)
(12448, 22896, 42112, 77456)
(10448, 19216, 35344, 65008)
(8768, 16128, 29664, 54560)
(7360, 13536, 24896, 45792)
(6176, 11360, 20896, 38432)
(5184, 9536, 17536, 32256)
(4352, 8000, 14720, 27072)
(3648, 6720, 12352, 22720)
(3072, 5632, 10368, 19072)
(2560, 4736, 8704, 16000)
(2176, 3968, 7296, 13440)
(1792, 3328, 6144, 11264)
(1536, 2816, 5120, 9472)
(1280, 2304, 4352, 7936)
(1024, 2048, 3584, 6656)
(1024, 1536, 3072, 5632)
(512, 1536, 2560, 4608)
(1024, 1024, 2048, 4096)
(0, 1024, 2048, 3072)
(1024, 1024, 1024, 3072)
(0, 0, 2048, 2048)
(0, 2048, 0, 2048)
(2048, 2048, 2048, 2048)
(0, 0, 0, 0)

(0, 289329, 821488, 1800281)
(289329, 532159, 978793, 1800281)
(242830, 446634, 821488, 1510952)
(203804, 374854, 689464, 1268122)
(171050, 314610, 578658, 1064318)
(143560, 264048, 485660, 893268)
(120488, 221612, 407608, 749708)
(101124, 185996, 342100, 629220)
(84872, 156104, 287120, 528096)
(71232, 131016, 240976, 443224)
(59784, 109960, 202248, 371992)
(50176, 92288, 169744, 312208)
(42112, 77456, 142464, 262032)
(35344, 65008, 119568, 219920)
(29664, 54560, 100352, 184576)
(24896, 45792, 84224, 154912)
(20896, 38432, 70688, 130016)
(17536, 32256, 59328, 109120)
(14720, 27072, 49792, 91584)
(12352, 22720, 41792, 76864)
(10368, 19072, 35072, 64512)
(8704, 16000, 29440, 54144)
(7296, 13440, 24704, 45440)
(6144, 11264, 20736, 38144)
(5120, 9472, 17408, 32000)
(4352, 7936, 14592, 26880)
(3584, 6656, 12288, 22528)
(3072, 5632, 10240, 18944)
(2560, 4608, 8704, 15872)
(2048, 4096, 7168, 13312)
(2048, 3072, 6144, 11264)
(1024, 3072, 5120, 9216)
(2048, 2048, 4096, 8192)
(0, 2048, 4096, 6144)
(2048, 2048, 2048, 6144)
(0, 0, 4096, 4096)
(0, 4096, 0, 4096)
(4096, 4096, 4096, 4096)
(0, 0, 0, 0)

(0, 344732, 978793, 2145013)
(344732, 634061, 1166220, 2145013)
(289329, 532159, 978793, 1800281)
(242830, 446634, 821488, 1510952)
(203804, 374854, 689464, 1268122)
(171050, 314610, 578658, 1064318)
(143560, 264048, 485660, 893268)
(120488, 221612, 407608, 749708)
(101124, 185996, 342100, 629220)
(84872, 156104, 287120, 528096)
(71232, 131016, 240976, 443224)
(59784, 109960, 202248, 371992)
(50176, 92288, 169744, 312208)
(42112, 77456, 142464, 262032)
(35344, 65008, 119568, 219920)
(29664, 54560, 100352, 184576)
